plot_code,country_code,survey_date,altitude,longitude,latitude,tsu_id,plot_id,country_name,sign_of_erosion,srf_salt,srf_crust,crsfrgab,srf_stone,lndform,slope_class,bare_soil,main_land_use,life_forms,crop_type,field_size,field_distribution_pattern,ploughing_sign,ploughing_direction,tillage_mode,input_crop_residue,input_green_manure,input_animal_manure,input_inorganic,water_supply,grazing_sign_present,grazing_sign_infrastructure,grazing_sign_droppings,grazing_sign_grass,overgrazing_sign_bare,overgrazing_sign_dung,overgrazing_sign_deforest
ET027-3-1,ET,2024/10/15,2272,40.92552379999999,9.0344284,731075701901201,15481,Ethiopia,No,No,No,Few (2-5%),Coarse gravel (2 - 6 cm),"Steep land (Gradient > 30%, relief intensity > 150 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Oilcrops,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,Yes,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
ET027-4-1,ET,2024/10/15,2022,40.9276303,9.0485444,731075700301301,15483,Ethiopia,No,No,No,Abundant (40-80%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,Yes,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
ET048-4-1,ET,2024/10/21,1666,40.8446153,8.544247,743543700501801,15500,Ethiopia,No,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),Yes,Yes,Yes,Yes,Rainfed ,No,No,No,Yes,No,No,Yes
ET147-4-1,ET,2024/10/03,1586,36.593168299999995,5.8823417000000005,809425000800101,15524,Ethiopia,Yes,No,Yes,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,Yes,No,No,No,No,No,No
ET071-4-1,ET,2024/10/04,1320,36.4969063,5.9699144,807197901101301,15527,Ethiopia,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,Yes
ET143-4-1,ET,2024/10/05,2907,36.7171446,6.1557378,802746100401501,15531,Ethiopia,Yes,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,Yes,No,No,No,No,No,No
ET143-1-1,ET,2024/10/05,2874,36.716759,6.1576017,802746100201401,15532,Ethiopia,Yes,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Moderately steep (15 - 30%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,Yes,No,No,No,No,No,No
ET142-1-1,ET,2024/10/07,1351,36.947657299999996,6.2735095,799630301300801,15535,Ethiopia,Yes,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Moderately steep (15 - 30%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET142-3-1,ET,2024/10/07,1392,36.9492378,6.2747426,799630301101001,15536,Ethiopia,Yes,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Moderately steep (15 - 30%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,Yes,No,Rainfed ,No,No,No,No,No,No,No
ET145-1-1,ET,2024/10/10,1129,36.9439037,6.0501354,805419200100701,15543,Ethiopia,No,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET072-4-1,ET,2024/10/14,1374,36.7573999,5.6456610000000005,815214801100601,15549,Ethiopia,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET072-2-1,ET,2024/10/14,1361,36.759133399999996,5.6414834,815214801600801,15550,Ethiopia,Yes,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET072-3-1,ET,2024/10/14,1371,36.7679571,5.6399238,815214801801801,15551,Ethiopia,Yes,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET072-1-1,ET,2024/10/14,1360,36.7572422,5.6497595,815214800700601,15552,Ethiopia,Yes,No,No,Many (15-40%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET149-3-1,ET,2024/10/16,851,36.987696299999996,5.8130465,811208300501901,15553,Ethiopia,Yes,No,No,Many (15-40%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,Yes,No,No,No,No,No,No
ET149-1-1,ET,2024/10/16,865,36.980214200000006,5.8088394999999995,811208301001101,15554,Ethiopia,No,No,No,Many (15-40%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET149-4-1,ET,2024/10/16,866,36.980796000000005,5.8010785,811208301801101,15556,Ethiopia,Yes,No,No,Abundant (40-80%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Oilcrops,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,Yes,No,No,No,No,No,No
ET008-1-1,ET,2024/10/17,1824,37.333012200000006,5.5082403,818780400500601,15557,Ethiopia,Yes,No,No,Many (15-40%),Stones (6 - 20 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET008-3-4,ET,2024/10/17,1790,37.34567070000001,5.5005625,818780401302004,15558,Ethiopia,Yes,No,No,Many (15-40%),Stones (6 - 20 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Moderately steep (15 - 30%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Fields: 20 – 50%; clustered – irregular pattern and shape ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET008-4-2,ET,2024/10/17,1768,37.3343083,5.4957139999999995,818780401800702,15559,Ethiopia,Yes,No,No,Many (15-40%),Stones (6 - 20 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Moderately steep (15 - 30%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET008-2-1,ET,2024/10/17,1733,37.3303201,5.4946511,818780402000301,15560,Ethiopia,Yes,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET146-2-1,ET,2024/10/19,1843,37.2043491,5.9012405,808983000701801,15564,Ethiopia,Yes,No,No,Many (15-40%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Moderately steep (15 - 30%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Fields: 20 – 50%; clustered – irregular pattern and shape ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET148-1-1,ET,2024/10/18,1107,37.486008500000004,5.8368457000000005,810320501901001,15566,Ethiopia,Yes,Yes,Yes,Many (15-40%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Fruits,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Mechanical (tractor),No,No,No,No,Irrigated,No,No,No,No,No,No,No
ET148-8-1,ET,2024/10/21,1110,37.47883289999999,5.850731,810320500300201,15569,Ethiopia,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Mechanical (tractor),No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET006-2-1,ET,2024/10/21,1175,37.6844479,6.169657599999999,802306200800501,15570,Ethiopia,No,Yes,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Fruits,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),Yes,No,No,No,Irrigated,No,No,No,No,No,No,No
ET006-3-1,ET,2024/10/21,1177,37.6979435,6.172541799999999,802306200502001,15572,Ethiopia,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Mechanical (tractor),Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET144-4-1,ET,2024/11/22,2777,37.382994399999994,6.074615799999999,804531001401301,15575,Ethiopia,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Roots and tubers,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET010-1-1,ET,2024/12/27,1640,38.1729287,5.1996484,826355200800101,15578,Ethiopia,Yes,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET010-4-1,ET,2024/12/27,1625,38.1824398,5.202992500000001,826355200401101,15580,Ethiopia,Yes,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET010-2-1,ET,2024/12/27,1644,38.184150200000005,5.198265,826355200901301,15581,Ethiopia,Yes,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET013-4-1,ET,2024/12/29,1363,37.940251200000006,4.8925980000000004,833924001000701,15589,Ethiopia,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated aquatic or regularly flooded areas,Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET009-1-1,ET,2025/01/01,1800,37.8614775,5.4121749,821009801101301,15604,Ethiopia,Yes,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Moderately steep (15 - 30%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET009-3-1,ET,2025/01/01,1803,37.861211299999994,5.4138657,821009800901201,15605,Ethiopia,Yes,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Moderately steep (15 - 30%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Fields: 20 – 50%; clustered – irregular pattern and shape ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET009-4-1,ET,2025/01/01,1867,37.86542120000001,5.4137865,821009800901701,15606,Ethiopia,Yes,No,No,Many (15-40%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET052-8-1,ET,2024/11/11,2315,39.428128799999996,8.1446867,753332601001001,15607,Ethiopia,Yes,No,No,Few (2-5%),Stones (6 - 20 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Moderately steep (15 - 30%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET089-1-1,ET,2024/11/14,2477,40.0910406,7.7859466,762242300901001,15626,Ethiopia,Yes,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET078-2-1,ET,2024/11/18,3096,39.982454600000004,6.872296700000001,784952100601301,15638,Ethiopia,No,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET112-5-1,ET,2024/11/19,2734,40.2088404,6.9467435,783172200300101,15646,Ethiopia,Yes,No,No,Few (2-5%),Stones (6 - 20 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Moderately steep (15 - 30%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET096-1-1,ET,2024/11/21,2346,40.4475495,7.296664900000001,774267401401601,15659,Ethiopia,No,No,No,Few (2-5%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET096-3-1,ET,2024/11/21,2325,40.4460468,7.2954330999999994,774267401501501,15660,Ethiopia,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET096-4-1,ET,2024/11/21,2350,40.444469,7.3080398,774267400101301,15661,Ethiopia,Yes,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET096-2-1,ET,2024/11/21,2329,40.443422600000005,7.307693400000001,774267400101101,15662,Ethiopia,Yes,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Pulses,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET076-5-1,ET,2024/11/24,3139,39.604162,7.155908900000001,777825201000801,15675,Ethiopia,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
